SRR12533881	SRR12533882	SRR12533883	SRR12533884	SRR12533885	SRR12533886	SRR12533887	SRR12533888	SRR12533889	SRR12533890	SRR12533891	SRR12533892	SRR12533893	SRR12533894	SRR12533895	SRR12533896	SRR12533897	SRR12533898	SRR12533899	SRR12533900	SRR12533901	SRR12533902	SRR12533903	SRR12533904	SRR12533905	SRR12533906	SRR12533907	SRR12533908	SRR12533909	SRR12533910	SRR12533911	SRR12533912	SRR12533913	SRR12533914	SRR12533915	SRR12533916	SRR12533917	SRR12533918	SRR12533919	SRR12533920	SRR12533921	SRR12533922	SRR12533923	SRR12533924	SRR12533925	SRR12533926	SRR12533927	SRR12533928	SRR12533929	SRR12533930	SRR12533931	SRR12533932	SRR12533933	SRR12533934	SRR12533935	SRR12533936	SRR12533937	SRR12533938	SRR12533939	SRR12533940	SRR12533941	SRR12533942	SRR12533943	SRR12533944	SRR12533945	SRR12533946	SRR12533947	SRR12533948	SRR12533949	SRR12533950	SRR12533951	SRR12533952	SRR12533953	SRR12533954	SRR12533955	SRR12533956	SRR12533957	SRR12533958	SRR12533959	SRR12533960	SRR12533961	SRR12533962	SRR12533963	SRR12533964	SRR12533965	SRR12533966	SRR12533967	SRR12533968	SRR12533969	SRR12533970	SRR12533971	SRR12533972	SRR12533973	SRR12533974	SRR12533975	SRR12533976	SRR12533977	SRR12533978	SRR12533979	SRR12533980	SRR12533981	SRR12533982	SRR12533983	SRR12533984	SRR12533985	SRR12533986	SRR12533987	SRR12533988	SRR12533989	SRR12533990	SRR12533991	SRR12533992	SRR12533993	SRR12533994	SRR12533995	SRR12533996	SRR12533997	SRR12533998	SRR12533999	SRR12534000	SRR12534001	SRR12534002	SRR12534003	SRR12534004	SRR12534005	SRR12534006	SRR12534007	SRR12534008	SRR12534009	SRR12534010	SRR12534011	SRR12534012	SRR12534013	SRR12534014	SRR12534015	SRR12534016	SRR12534017	SRR12534018	SRR12534019	SRR12534020
asv217	590	0	165	185	0	0	27	0	0	0	0	0	0	0	43	171	0	0	0	207	0	0	0	239	298	83	78	0	0	0	65	0	0	0	0	0	65	0	0	106	782	0	642	583	0	0	171	28	0	0	359	0	0	0	0	230	806	0	0	126	0	0	0	0	0	0	0	0	17	0	0	0	6	82	0	0	63	724	14	1572	0	0	21	0	0	0	55	0	0	11	0	0	796	0	0	362	57	0	0	0	56	183	0	0	66	292	52	10	0	0	0	0	93	0	0	0	0	0	0	267	0	1326	0	0	0	0	0	1194	0	445	148	8	69	0	0	0	304	0	0	0
asv218	0	0	5	3	0	0	0	0	0	0	8	0	0	0	0	0	24	17	0	0	0	0	0	0	63	0	0	0	0	0	0	0	725	0	0	0	0	0	0	0	164	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	57	0	0	0	0	0	0	0	0	0	4	63	0	24	0	0	0	0	0	0	76	1248	635	0	92	0	0	0	11023	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv219	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2150	0	0	0	0	0	0	0	0	0	0	0	0	0	5882	0	0	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1303	0	0	0	49	0	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1723	0	0	0	0	0	0	0	0	0	0	0	0
asv220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	1159	0	0	46	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0
asv221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv222	0	0	0	0	0	0	0	0	0	0	775	0	0	0	184	354	0	0	0	0	0	1482	238	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	1154	972	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	0	0	0	78	0	0	11	0	0	651	0	631	147	103	0	244	44	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	60	1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	287	0	0	143	0	0	2812	0	942	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0
asv223	0	0	0	24	0	126	0	0	1614	0	0	0	434	0	0	240	0	68	0	0	988	2358	540	0	0	0	0	0	34	0	0	109	0	266	0	0	0	0	104	0	0	0	0	0	404	0	117	0	187	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	1010	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	42	52	0	0	0	524	414	0	0	110	0	0	0	0	0	0	0	0	0	246	0	0	0	0	1837	0	36	0	0	0	0	0	475	0	0	306	243	0	0	0	0	0	82	0	0
asv224	42	27	0	12	0	0	0	235	14	0	225	0	167	0	0	86	0	0	654	0	84	0	0	0	0	28	0	0	0	0	0	0	0	0	350	1240	0	0	0	0	0	0	0	0	0	0	166	0	0	0	279	265	207	0	0	0	0	27	156	0	0	514	0	0	0	75	0	321	0	0	0	64	0	0	0	0	0	0	0	109	1819	0	187	286	1014	932	221	67	0	0	0	0	262	0	0	0	0	1072	519	0	0	24	0	0	0	0	0	0	0	0	0	0	14	551	0	321	0	0	0	0	0	0	0	198	0	13	0	33	0	233	0	0	0	0	0	0	0	203	339	0
asv225	0	0	0	0	144	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1086	0	788	0	0	0	4	0	0	0	5295	0	0	0	0	0	0	0	0	0	5576	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	68	0	0	0	0	140	0	0	0	0	0	0	0	9	0	77	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
asv226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	57	0	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	1959	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	6	0	0	0	0	0	0	0	0	0	4841	0	6291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
asv227	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844	0	0	872	2221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5452	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1582	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	168	104	0
asv228	0	0	0	0	0	0	0	5684	0	15	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	11	0	0	0	0	0	0	0	0	0	0	0	0
asv229	0	0	0	0	0	0	72	0	0	0	0	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	121	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	514	0	108	0	0	76	0	0	50	0	0	0	0	0	0	0	0	0	8	0	104	0	0	0	0	0	27	220	0	1086	0	0	0	0	24	9031	0	25	0
asv230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv231	0	0	0	0	9567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3541	0	0	0
asv232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	0	0	0	0	0	0	0	0	354	0	0	261	0	0	8092	0	267	0	125	0	0	0	0	0	0	147	186	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	1388	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	28	0	0	0	0	0	0	0	154	484	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0
asv233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv234	0	3	0	89	0	0	0	700	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	3670	5	294	0	0	0	0	0	0	0	4901	349	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	731	54	0	0	0	0	0	9	0	0	0	0	0	0	0	0	565	0	0	0	0	0	0	0	0	0	0
asv235	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	4	1906	0	0	9929	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv236	810	0	0	7	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	440	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	3171	0	0	0	0	0	0	0	0	0	0	6141	0	0	0	0	323	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	243	0	0	0	0	0	0	0	0	178	0	0	0	0	77	0	0	26	0	30	0	0	0	0	0	0	110	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
asv237	0	0	0	0	12477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	38	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv239	0	0	0	0	0	0	0	0	0	0	0	257	0	74	153	0	0	1152	0	0	0	0	0	0	0	0	0	871	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	1141	0	1077	0	0	0	0	0	2992	2005	436	0	0	0	0	428	0	0	0	0	0	0	0	0	0	61	0	0	0	0	12	0	0	0	0	0	304	0	60	0	0	0	0	0	0	0	0	0	1097	0	0	0	0	57	0	0	0	0	0	54	55	0	0	0	0	0	0	0	0	0	0	0	0
asv240	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0
asv241	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7531	707	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	178	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1078	0	1010	0	0	0	0	0	0	0	118	177	0
asv242	0	0	0	0	0	0	0	0	0	0	0	481	0	0	206	1482	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	5463	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	27	4	21	0	0	0	0	0	39	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	22	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3342	0	0	0	52	0	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv243	67	0	1013	0	168	0	0	976	0	0	0	0	0	0	212	0	0	70	0	0	6	206	0	851	0	0	0	0	0	0	417	17	0	18	0	125	0	45	0	0	0	0	0	0	196	0	108	507	0	0	63	0	0	0	0	83	0	0	18	199	0	0	0	0	0	0	16	0	0	0	0	0	26	100	0	0	0	206	0	0	0	0	0	0	2429	0	181	0	0	0	0	0	0	0	0	426	5	0	47	0	408	1064	0	293	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	956	0	32	0	0	117	0	0	0	0	0	0	0	0	0	0	0	80	447	0	0
asv244	0	0	0	0	9067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3018	0	0	0
asv245	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv246	1360	0	0	560	0	0	0	0	271	0	654	0	144	580	0	0	146	0	0	0	173	0	0	42	0	0	0	0	15	25	0	0	0	410	0	0	0	0	0	0	0	0	0	0	647	0	0	82	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	90	90	88	0	0	0	909	0	45	0	619	0	0	0	0	0	0	0	0	150	90	0	0	0	1225	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	1057	29	0	0	0	0	0	16	732	0	0	0	1320	0	0	0	7	0	13	0	0
asv247	0	43	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	42	3016	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	216	0	783	0	967	0	0	0	0	7	275	0	0	3273	103	0	85	0	0	0	0	0	0	0	87	0	0	0	0	168	557	296	1105	0	0	0	0	0	332	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	20	0
asv248	0	49	101	0	240	0	7	86	0	0	0	0	152	0	0	32	0	0	104	89	0	0	320	0	103	33	65	0	0	0	63	47	0	0	0	37	0	51	45	510	71	2682	285	0	0	0	50	0	0	81	0	0	45	14	0	90	27	0	49	0	95	1024	19	0	14	0	0	453	0	184	544	0	0	41	0	119	0	0	27	150	126	0	0	62	0	505	0	186	0	34	517	23	40	238	42	44	20	110	60	0	42	14	22	0	0	55	0	0	0	67	0	16	47	0	0	0	47	44	38	44	0	160	0	48	0	0	154	49	551	39	188	0	74	0	0	0	32	19	25	0
asv249	0	0	827	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2749	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	86	0	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0	0	104	1212	0	0	0	0	509	3565	0	0	0	24	53	41	0	0	0	0	132	0	0	300	0	0	0	0	73	0	0	0	0	0	0	0	926	0	0	57	0	0	0	0	0	0	0	0	0	0	36	0	44	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	35	133	0
asv250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5183	0	0	0	0	0	0	0	0	6437	0	0	0	0	0	0	0	0	0
asv251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	9	9	0	0	0	0	0	36	0	0	0	2922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8742	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv252	0	0	0	0	0	0	0	0	0	11407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv253	0	0	0	0	0	0	0	11	106	0	0	0	0	0	0	0	0	53	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	773	0	222	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	0	1609	253	0	0	88	0	0	137	185	0	0	0	0	0	0	0	0	0	0	0	0	4544	0	0	0	18	0	0	0	0	0	0	27	0	86	0	0	279	0	0	0	0	0	0	0	0	0	0	0	1261	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	36	0	0	139	0
asv254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv255	0	0	19	0	18	0	0	0	0	0	0	0	0	21	67	0	0	64	48	0	0	0	0	0	225	0	74	0	0	0	0	96	0	141	0	465	0	0	70	0	38	0	0	396	50	0	0	292	18	0	77	0	0	0	0	0	393	0	0	51	0	556	0	0	0	0	111	0	0	0	86	0	0	0	0	0	0	0	0	145	5368	50	0	0	66	153	83	0	0	75	26	0	0	88	36	71	0	0	487	0	143	0	0	0	265	0	0	0	0	0	0	0	0	210	0	291	0	0	0	0	0	0	0	33	0	0	0	0	241	0	0	0	0	0	0	0	0	0	124	0
asv256	0	37	175	90	0	0	0	0	201	0	0	0	658	0	106	18	159	0	0	318	76	3	0	0	0	43	18	0	0	0	0	24	0	20	0	15	127	0	146	32	0	0	0	0	320	0	0	0	0	0	229	42	0	0	0	196	164	39	46	0	0	386	37	0	0	74	0	13	0	0	145	2	351	43	0	486	6	1463	3	101	0	0	137	98	25	0	365	0	0	0	0	134	147	0	0	192	0	17	605	0	0	102	48	0	24	54	11	0	0	0	0	0	0	10	0	315	0	339	77	189	0	156	0	0	0	0	0	55	0	106	1515	9	82	0	0	0	36	0	6	0
asv257	635	0	0	0	88	0	0	0	114	0	0	0	0	0	165	2751	0	91	0	0	809	0	0	0	0	0	0	42	0	0	0	362	0	0	0	25	0	59	0	0	0	0	0	0	0	0	101	104	0	0	0	0	0	0	0	0	384	132	0	173	0	0	714	0	170	43	0	0	0	0	0	102	369	0	0	0	0	100	156	365	0	31	109	0	0	0	0	64	0	0	210	0	336	0	0	93	92	1319	0	0	0	25	0	59	31	24	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	136	0	0	0	0	0	153	0	174	0	0	54	0	0	0	0	0	0	0
asv258	204	0	723	136	302	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	22	0	0	0	0	1569	0	84	0	0	0	0	0	0	0	0	0	0	0	1084	141	0	214	0	0	0	0	0	0	0	0	0	0	0	14	5	178	0	0	0	2707	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	448	0	1388	40	0	0	0	0	0	0	0	0	0	0	0	75	0	0	626	0	0	0	0	0	84	0	0	0	0	0	0	0	0	854	0	0	0
asv259	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	1004	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	62	0	0	4828	0	0	0	0	0	0	0	0	0	0	0	708	0	0	0	0	0	77	0	0	0	0	0	257	199	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	1505	36	0	0	0	43	0	0	325	58	467	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	288	0	0	60	0
asv260	0	0	0	2	0	0	0	0	0	55	0	0	0	19	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	254	262	67	0	0	1891	0	0	158	0	0	0	2034	11	0	37	0	0	0	0	102	0	614	23	17	0	0	309	596	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2140	8	82	0	1406	0	0	0	75	0	0	51	0	0	0	0	0	0	223	0	0	0	0	0	0	473	0	0	0	0
asv261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
